HIT_Id,annotator,method_i,method_j,topic,criterion,i greater j?
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A14OPFM8OFA4WF,H2,H4,1039,Readability,1
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A9EQ4FWCUQVBL,H2,H4,1039,Readability,1
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A17D6BK59S31BM,H2,H4,1039,Readability,1
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A2ET3KM3IE33MM,H2,H4,1039,Readability,0
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,ARVXIBUCA8WDZ,H2,H4,1039,Readability,0
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A3O1I9MATO3ZZN,H2,H4,1039,Readability,1
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A1SN0UU3V61IIM,H2,MMR*,1010,Readability,0
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A14OPFM8OFA4WF,H2,MMR*,1010,Readability,1
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A9EQ4FWCUQVBL,H2,MMR*,1010,Readability,1
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A17D6BK59S31BM,H2,MMR*,1010,Readability,0
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A2ET3KM3IE33MM,H2,MMR*,1010,Readability,1
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,ARVXIBUCA8WDZ,H2,MMR*,1010,Readability,1
3D5G8J4N593XXQ8ZC2M891CQ6CGTVU,A3O1I9MATO3ZZN,H2,MMR*,1010,Readability,1
3FTID4TN8KXQI7VZ8471U963UGWYL5,A2ET3KM3IE33MM,PG-MMR,MMR*,1032,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,ARVXIBUCA8WDZ,PG-MMR,MMR*,1032,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,AHP3TKMY58D8Z,PG-MMR,MMR*,1032,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,A9EQ4FWCUQVBL,PG-MMR,MMR*,1032,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,A3O1I9MATO3ZZN,PG-MMR,MMR*,1032,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,A17D6BK59S31BM,PG-MMR,MMR*,1032,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,A2YO837C0O1E91,PG-MMR,MMR*,1032,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,A2ET3KM3IE33MM,H4,PG-MMR,1023,Readability,1
3FTID4TN8KXQI7VZ8471U963UGWYL5,ARVXIBUCA8WDZ,H4,PG-MMR,1023,Readability,1
3FTID4TN8KXQI7VZ8471U963UGWYL5,AHP3TKMY58D8Z,H4,PG-MMR,1023,Readability,1
3FTID4TN8KXQI7VZ8471U963UGWYL5,A9EQ4FWCUQVBL,H4,PG-MMR,1023,Readability,1
3FTID4TN8KXQI7VZ8471U963UGWYL5,A3O1I9MATO3ZZN,H4,PG-MMR,1023,Readability,1
3FTID4TN8KXQI7VZ8471U963UGWYL5,A17D6BK59S31BM,H4,PG-MMR,1023,Readability,1
3FTID4TN8KXQI7VZ8471U963UGWYL5,A2YO837C0O1E91,H4,PG-MMR,1023,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,A2ET3KM3IE33MM,Submodular,MMR*,1047,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,ARVXIBUCA8WDZ,Submodular,MMR*,1047,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,AHP3TKMY58D8Z,Submodular,MMR*,1047,Readability,1
3FTID4TN8KXQI7VZ8471U963UGWYL5,A9EQ4FWCUQVBL,Submodular,MMR*,1047,Readability,1
3FTID4TN8KXQI7VZ8471U963UGWYL5,A3O1I9MATO3ZZN,Submodular,MMR*,1047,Readability,1
3FTID4TN8KXQI7VZ8471U963UGWYL5,A17D6BK59S31BM,Submodular,MMR*,1047,Readability,0
3FTID4TN8KXQI7VZ8471U963UGWYL5,A2YO837C0O1E91,Submodular,MMR*,1047,Readability,0
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A14OPFM8OFA4WF,H3,Submodular,1023,Readability,0
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A9EQ4FWCUQVBL,H3,Submodular,1023,Readability,0
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A17D6BK59S31BM,H3,Submodular,1023,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A10443E11ZWEHJ,H3,Submodular,1023,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,ARVXIBUCA8WDZ,H3,Submodular,1023,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A2YO837C0O1E91,H3,Submodular,1023,Readability,0
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A3O1I9MATO3ZZN,H3,Submodular,1023,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A14OPFM8OFA4WF,MMR*,PG-MMR,1001,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A9EQ4FWCUQVBL,MMR*,PG-MMR,1001,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A17D6BK59S31BM,MMR*,PG-MMR,1001,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A10443E11ZWEHJ,MMR*,PG-MMR,1001,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,ARVXIBUCA8WDZ,MMR*,PG-MMR,1001,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A2YO837C0O1E91,MMR*,PG-MMR,1001,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A3O1I9MATO3ZZN,MMR*,PG-MMR,1001,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A14OPFM8OFA4WF,PG-MMR,H1,1021,Readability,0
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A9EQ4FWCUQVBL,PG-MMR,H1,1021,Readability,1
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A17D6BK59S31BM,PG-MMR,H1,1021,Readability,0
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A10443E11ZWEHJ,PG-MMR,H1,1021,Readability,0
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,ARVXIBUCA8WDZ,PG-MMR,H1,1021,Readability,0
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A2YO837C0O1E91,PG-MMR,H1,1021,Readability,0
3XBYQ44Z6O3ACF842CR4V3V4DLITW4,A3O1I9MATO3ZZN,PG-MMR,H1,1021,Readability,0
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A9EQ4FWCUQVBL,Submodular,MMR*,1014,Readability,0
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A17D6BK59S31BM,Submodular,MMR*,1014,Readability,0
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A14OPFM8OFA4WF,Submodular,MMR*,1014,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,ARVXIBUCA8WDZ,Submodular,MMR*,1014,Readability,0
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A2YO837C0O1E91,Submodular,MMR*,1014,Readability,0
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A3O1I9MATO3ZZN,Submodular,MMR*,1014,Readability,0
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A10443E11ZWEHJ,Submodular,MMR*,1014,Readability,0
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A9EQ4FWCUQVBL,H4,PG-MMR,1012,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A17D6BK59S31BM,H4,PG-MMR,1012,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A14OPFM8OFA4WF,H4,PG-MMR,1012,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,ARVXIBUCA8WDZ,H4,PG-MMR,1012,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A2YO837C0O1E91,H4,PG-MMR,1012,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A3O1I9MATO3ZZN,H4,PG-MMR,1012,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A10443E11ZWEHJ,H4,PG-MMR,1012,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A9EQ4FWCUQVBL,H2,MMR*,1013,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A17D6BK59S31BM,H2,MMR*,1013,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A14OPFM8OFA4WF,H2,MMR*,1013,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,ARVXIBUCA8WDZ,H2,MMR*,1013,Readability,0
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A2YO837C0O1E91,H2,MMR*,1013,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A3O1I9MATO3ZZN,H2,MMR*,1013,Readability,1
3SX4X51T8Z8XSA0T5Q9DJ4SQMUYOA2,A10443E11ZWEHJ,H2,MMR*,1013,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A9EQ4FWCUQVBL,Submodular,H1,1023,Readability,1
366FYU4PTFOHSWWQN3J68618N4MEK3,A3GNQDFPZALU92,Submodular,H1,1023,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A17D6BK59S31BM,Submodular,H1,1023,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A3O1I9MATO3ZZN,Submodular,H1,1023,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,ARVXIBUCA8WDZ,Submodular,H1,1023,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A2YO837C0O1E91,Submodular,H1,1023,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A14OPFM8OFA4WF,Submodular,H1,1023,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A9EQ4FWCUQVBL,H3,H2,1033,Readability,1
366FYU4PTFOHSWWQN3J68618N4MEK3,A3GNQDFPZALU92,H3,H2,1033,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A17D6BK59S31BM,H3,H2,1033,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A3O1I9MATO3ZZN,H3,H2,1033,Readability,1
366FYU4PTFOHSWWQN3J68618N4MEK3,ARVXIBUCA8WDZ,H3,H2,1033,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A2YO837C0O1E91,H3,H2,1033,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A14OPFM8OFA4WF,H3,H2,1033,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A9EQ4FWCUQVBL,H3,H2,1040,Readability,1
366FYU4PTFOHSWWQN3J68618N4MEK3,A3GNQDFPZALU92,H3,H2,1040,Readability,1
366FYU4PTFOHSWWQN3J68618N4MEK3,A17D6BK59S31BM,H3,H2,1040,Readability,1
366FYU4PTFOHSWWQN3J68618N4MEK3,A3O1I9MATO3ZZN,H3,H2,1040,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,ARVXIBUCA8WDZ,H3,H2,1040,Readability,1
366FYU4PTFOHSWWQN3J68618N4MEK3,A2YO837C0O1E91,H3,H2,1040,Readability,0
366FYU4PTFOHSWWQN3J68618N4MEK3,A14OPFM8OFA4WF,H3,H2,1040,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,ARVXIBUCA8WDZ,MMR*,H3,1048,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A17D6BK59S31BM,MMR*,H3,1048,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A3O1I9MATO3ZZN,MMR*,H3,1048,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A2ET3KM3IE33MM,MMR*,H3,1048,Readability,0
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A9EQ4FWCUQVBL,MMR*,H3,1048,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A14OPFM8OFA4WF,MMR*,H3,1048,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A10443E11ZWEHJ,MMR*,H3,1048,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,ARVXIBUCA8WDZ,PG-MMR,Submodular,1041,Readability,0
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A17D6BK59S31BM,PG-MMR,Submodular,1041,Readability,0
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A3O1I9MATO3ZZN,PG-MMR,Submodular,1041,Readability,0
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A2ET3KM3IE33MM,PG-MMR,Submodular,1041,Readability,0
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A9EQ4FWCUQVBL,PG-MMR,Submodular,1041,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A14OPFM8OFA4WF,PG-MMR,Submodular,1041,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A10443E11ZWEHJ,PG-MMR,Submodular,1041,Readability,0
3BPP3MA3TBJSC2E883V7N6ENC4REL6,ARVXIBUCA8WDZ,Submodular,H3,1038,Readability,0
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A17D6BK59S31BM,Submodular,H3,1038,Readability,0
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A3O1I9MATO3ZZN,Submodular,H3,1038,Readability,0
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A2ET3KM3IE33MM,Submodular,H3,1038,Readability,0
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A9EQ4FWCUQVBL,Submodular,H3,1038,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A14OPFM8OFA4WF,Submodular,H3,1038,Readability,1
3BPP3MA3TBJSC2E883V7N6ENC4REL6,A10443E11ZWEHJ,Submodular,H3,1038,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A17D6BK59S31BM,H2,H3,1032,Readability,1
30OITAWPBP29VA41970N30K54Q2H9S,A9EQ4FWCUQVBL,H2,H3,1032,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A14OPFM8OFA4WF,H2,H3,1032,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,ARVXIBUCA8WDZ,H2,H3,1032,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A2YO837C0O1E91,H2,H3,1032,Readability,1
30OITAWPBP29VA41970N30K54Q2H9S,A2ET3KM3IE33MM,H2,H3,1032,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A3O1I9MATO3ZZN,H2,H3,1032,Readability,1
30OITAWPBP29VA41970N30K54Q2H9S,A17D6BK59S31BM,PG-MMR,H1,1033,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A9EQ4FWCUQVBL,PG-MMR,H1,1033,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A14OPFM8OFA4WF,PG-MMR,H1,1033,Readability,1
30OITAWPBP29VA41970N30K54Q2H9S,ARVXIBUCA8WDZ,PG-MMR,H1,1033,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A2YO837C0O1E91,PG-MMR,H1,1033,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A2ET3KM3IE33MM,PG-MMR,H1,1033,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A3O1I9MATO3ZZN,PG-MMR,H1,1033,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A17D6BK59S31BM,H3,PG-MMR,1044,Readability,1
30OITAWPBP29VA41970N30K54Q2H9S,A9EQ4FWCUQVBL,H3,PG-MMR,1044,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A14OPFM8OFA4WF,H3,PG-MMR,1044,Readability,1
30OITAWPBP29VA41970N30K54Q2H9S,ARVXIBUCA8WDZ,H3,PG-MMR,1044,Readability,1
30OITAWPBP29VA41970N30K54Q2H9S,A2YO837C0O1E91,H3,PG-MMR,1044,Readability,1
30OITAWPBP29VA41970N30K54Q2H9S,A2ET3KM3IE33MM,H3,PG-MMR,1044,Readability,0
30OITAWPBP29VA41970N30K54Q2H9S,A3O1I9MATO3ZZN,H3,PG-MMR,1044,Readability,0
37OPIVELUT2N0TE61DENZVVPA8KHA7,A3O1I9MATO3ZZN,Submodular,PG-MMR,1042,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A3GNQDFPZALU92,Submodular,PG-MMR,1042,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A1SN0UU3V61IIM,Submodular,PG-MMR,1042,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A9EQ4FWCUQVBL,Submodular,PG-MMR,1042,Readability,0
37OPIVELUT2N0TE61DENZVVPA8KHA7,A17D6BK59S31BM,Submodular,PG-MMR,1042,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,ARVXIBUCA8WDZ,Submodular,PG-MMR,1042,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A10443E11ZWEHJ,Submodular,PG-MMR,1042,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A3O1I9MATO3ZZN,H4,H2,1031,Readability,0
37OPIVELUT2N0TE61DENZVVPA8KHA7,A3GNQDFPZALU92,H4,H2,1031,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A1SN0UU3V61IIM,H4,H2,1031,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A9EQ4FWCUQVBL,H4,H2,1031,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A17D6BK59S31BM,H4,H2,1031,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,ARVXIBUCA8WDZ,H4,H2,1031,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A10443E11ZWEHJ,H4,H2,1031,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A3O1I9MATO3ZZN,Submodular,H1,1041,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A3GNQDFPZALU92,Submodular,H1,1041,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A1SN0UU3V61IIM,Submodular,H1,1041,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A9EQ4FWCUQVBL,Submodular,H1,1041,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A17D6BK59S31BM,Submodular,H1,1041,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,ARVXIBUCA8WDZ,Submodular,H1,1041,Readability,1
37OPIVELUT2N0TE61DENZVVPA8KHA7,A10443E11ZWEHJ,Submodular,H1,1041,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A17D6BK59S31BM,H2,H1,1003,Readability,1
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A9EQ4FWCUQVBL,H2,H1,1003,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,AHP3TKMY58D8Z,H2,H1,1003,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A14OPFM8OFA4WF,H2,H1,1003,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,ARVXIBUCA8WDZ,H2,H1,1003,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A10443E11ZWEHJ,H2,H1,1003,Readability,1
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A2YO837C0O1E91,H2,H1,1003,Readability,1
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A17D6BK59S31BM,PG-MMR,H1,1025,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A9EQ4FWCUQVBL,PG-MMR,H1,1025,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,AHP3TKMY58D8Z,PG-MMR,H1,1025,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A14OPFM8OFA4WF,PG-MMR,H1,1025,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,ARVXIBUCA8WDZ,PG-MMR,H1,1025,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A10443E11ZWEHJ,PG-MMR,H1,1025,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A2YO837C0O1E91,PG-MMR,H1,1025,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A17D6BK59S31BM,Submodular,H3,1044,Readability,1
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A9EQ4FWCUQVBL,Submodular,H3,1044,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,AHP3TKMY58D8Z,Submodular,H3,1044,Readability,1
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A14OPFM8OFA4WF,Submodular,H3,1044,Readability,1
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,ARVXIBUCA8WDZ,Submodular,H3,1044,Readability,1
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A10443E11ZWEHJ,Submodular,H3,1044,Readability,0
356ZPKYPUGGG9SAX0W08BQFNZQXYP3,A2YO837C0O1E91,Submodular,H3,1044,Readability,0
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,APUPF3D94XYUQ,H4,H3,1037,Readability,0
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A9EQ4FWCUQVBL,H4,H3,1037,Readability,0
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,AHP3TKMY58D8Z,H4,H3,1037,Readability,0
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A17D6BK59S31BM,H4,H3,1037,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A14XECI3XLI39H,H4,H3,1037,Readability,0
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A14OPFM8OFA4WF,H4,H3,1037,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,ARVXIBUCA8WDZ,H4,H3,1037,Readability,0
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,APUPF3D94XYUQ,H4,Submodular,1013,Readability,0
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A9EQ4FWCUQVBL,H4,Submodular,1013,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,AHP3TKMY58D8Z,H4,Submodular,1013,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A17D6BK59S31BM,H4,Submodular,1013,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A14XECI3XLI39H,H4,Submodular,1013,Readability,0
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A14OPFM8OFA4WF,H4,Submodular,1013,Readability,0
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,ARVXIBUCA8WDZ,H4,Submodular,1013,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,APUPF3D94XYUQ,H2,H1,1006,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A9EQ4FWCUQVBL,H2,H1,1006,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,AHP3TKMY58D8Z,H2,H1,1006,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A17D6BK59S31BM,H2,H1,1006,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A14XECI3XLI39H,H2,H1,1006,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,A14OPFM8OFA4WF,H2,H1,1006,Readability,1
33TGB4G0LOGP1FDUCHNQXM9BMNOTXX,ARVXIBUCA8WDZ,H2,H1,1006,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,A3O1I9MATO3ZZN,H1,PG-MMR,1030,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,A14OPFM8OFA4WF,H1,PG-MMR,1030,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,ARVXIBUCA8WDZ,H1,PG-MMR,1030,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,A3GNQDFPZALU92,H1,PG-MMR,1030,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,A9EQ4FWCUQVBL,H1,PG-MMR,1030,Readability,0
3JMNNNO3B03GSGERJX78UGMED85W2F,A17D6BK59S31BM,H1,PG-MMR,1030,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,A2YO837C0O1E91,H1,PG-MMR,1030,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,A3O1I9MATO3ZZN,H4,Submodular,1034,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,A14OPFM8OFA4WF,H4,Submodular,1034,Readability,0
3JMNNNO3B03GSGERJX78UGMED85W2F,ARVXIBUCA8WDZ,H4,Submodular,1034,Readability,0
3JMNNNO3B03GSGERJX78UGMED85W2F,A3GNQDFPZALU92,H4,Submodular,1034,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,A9EQ4FWCUQVBL,H4,Submodular,1034,Readability,0
3JMNNNO3B03GSGERJX78UGMED85W2F,A17D6BK59S31BM,H4,Submodular,1034,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,A2YO837C0O1E91,H4,Submodular,1034,Readability,1
3JMNNNO3B03GSGERJX78UGMED85W2F,A3O1I9MATO3ZZN,PG-MMR,H1,1037,Readability,0
3JMNNNO3B03GSGERJX78UGMED85W2F,A14OPFM8OFA4WF,PG-MMR,H1,1037,Readability,0
3JMNNNO3B03GSGERJX78UGMED85W2F,ARVXIBUCA8WDZ,PG-MMR,H1,1037,Readability,0
3JMNNNO3B03GSGERJX78UGMED85W2F,A3GNQDFPZALU92,PG-MMR,H1,1037,Readability,0
3JMNNNO3B03GSGERJX78UGMED85W2F,A9EQ4FWCUQVBL,PG-MMR,H1,1037,Readability,0
3JMNNNO3B03GSGERJX78UGMED85W2F,A17D6BK59S31BM,PG-MMR,H1,1037,Readability,0
3JMNNNO3B03GSGERJX78UGMED85W2F,A2YO837C0O1E91,PG-MMR,H1,1037,Readability,0
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,A9EQ4FWCUQVBL,Submodular,H4,1014,Readability,0
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,ARVXIBUCA8WDZ,Submodular,H4,1014,Readability,1
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,A14OPFM8OFA4WF,Submodular,H4,1014,Readability,1
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,A17D6BK59S31BM,Submodular,H4,1014,Readability,1
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,A2YO837C0O1E91,Submodular,H4,1014,Readability,1
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,A10443E11ZWEHJ,Submodular,H4,1014,Readability,1
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,A2ET3KM3IE33MM,Submodular,H4,1014,Readability,0
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,A9EQ4FWCUQVBL,H3,H2,1028,Readability,1
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,ARVXIBUCA8WDZ,H3,H2,1028,Readability,1
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,A14OPFM8OFA4WF,H3,H2,1028,Readability,1
33BFF6QPI0A5DYAANXLDDQR6JM5W3Q,A17D6BK59S31BM,H3,H2,1028,Readability,1
